p0,p1,p2,roi
0.3398989127701134,0.1557062608736819,0.774093986075844,0.7343030184233015
0.9669197635625576,0.458267353231725,0.4753925254897213,0.6305261007064136
0.9215094793826538,0.3556063785045783,0.5597750987278449,0.6287269306689952
0.9549007637178948,0.3580140233687554,0.6453592984071841,0.7367246200801917
1.3959777975636705,0.3580140233687554,0.6453592984071841,1.086498959610613
0.3282482015886615,0.3375350398523129,0.8693133676311324,0.8197504141091425
0.2190620462996933,0.0301926805327564,0.9423549724089696,1.0291522465595273
0.2815270353227584,-0.0653051606569319,0.944578764590544,0.9706765588442668
0.3240812521216926,0.1877225448067051,0.9188609472572548,1.0098979609897811
0.2815270353227584,-0.0653051606569319,0.944578764590544,0.9706765588442668
1.0173125194081316,0.1409567140010414,0.9015029225621304,1.1541735655944834
0.9324138381324444,1.091755094893943,1.029061571127882,1.04232926026518
0.8143029903557787,0.6910340091835029,1.0481398438640503,1.2142578302870743
0.87556537425406,0.4024263163721893,0.8003421996442937,0.8994640977054008
0.87556537425406,0.4024263163721893,0.8003421996442937,0.8994640977054008
0.87556537425406,0.4024263163721893,0.8003421996442937,0.9979073862536958
0.87556537425406,0.4024263163721893,0.8003421996442937,0.9979073862536958
0.7707666882191359,0.2914767285058934,1.052259409567478,1.2011384115121195
0.8354906413445952,0.2671977523901002,1.0525439837517645,1.2683819749870633
0.8354906413445952,0.2671977523901002,1.0525439837517645,1.2683819749870633
0.4439780854551251,0.465960751280759,0.7904316849298486,0.7270453190500014
0.3614949867347549,0.432899080648642,0.8211488153253029,0.7269148429853056
0.4001287092361585,0.4320234010828573,0.815826628465783,0.8095325196342706
0.4001287092361585,0.4320234010828573,0.815826628465783,0.8095325196342706
0.3614949867347549,0.432899080648642,0.8211488153253029,0.7801538195944465
0.4465649001880755,0.5972080540455297,1.0337985460202732,1.0900474126345765
0.4836236892443065,0.8485403664080918,0.8531984059886824,0.8013256764923322
0.4836236892443065,0.8485403664080918,0.8531984059886824,0.8013256764923322
0.8784958111704924,0.8287395875224071,0.9142931825773292,0.9488164078043037
0.4693819406073406,0.2937333699378695,1.1722695536043666,1.4109511631178386
0.9524042941929282,0.4715493603789427,1.0410629996629188,1.3212953241421488
0.9524042941929282,0.4715493603789427,1.129764988008311,1.454838271289961
0.9763321472785432,0.2654619174599499,1.1074094241435082,1.406089839242952
0.100321417950604,0.51630832963053,0.9989622721824136,0.944489396306076
